,asset_id,data_end,data_orderbook_end,data_orderbook_start,data_quote_end,data_quote_start,data_start,data_symbols_count,data_trade_count,data_trade_end,data_trade_start,name,type_is_crypto
1236,NBIT,2018-04-01,2018-04-01T03:35:49.0633906Z,2017-03-19T01:25:18.0806959Z,2018-04-01T03:35:49.0633906Z,2017-03-19T01:25:18.0806959Z,2017-02-09,7,8012.0,2018-04-01T03:22:36.0000000Z,2017-02-09T17:19:23.0000000Z,netBit,1
1237,TERA,2018-02-15,2018-02-15T08:50:45.0927479Z,2017-03-14T20:06:44.4697464Z,2018-02-15T08:36:18.6591410Z,2017-03-14T20:06:44.4697464Z,2017-02-03,4,7987.0,2018-02-15T04:45:20.0000000Z,2017-02-03T08:00:46.0000000Z,TeraCoin,1
1238,TLE,2018-04-01,2018-04-01T03:51:07.6323717Z,2017-04-20T13:32:28.6335940Z,2018-04-01T03:51:07.6323717Z,2017-04-20T13:32:28.6335940Z,2017-04-19,11,7976.0,2018-04-01T03:48:58.0000000Z,2017-04-19T20:58:04.0000000Z,Tattoocoin (Limited Edition),1
1239,FC2,2017-05-13,2017-05-13T06:19:58.4425231Z,2017-03-14T21:27:56.8661322Z,2017-05-13T06:19:58.4425231Z,2017-03-14T21:27:56.8661322Z,2017-03-14,1,7969.0,2017-05-13T01:40:46.0000000Z,2017-03-22T21:07:11.0000000Z,FuelCoin,1
1240,FUNC,2018-04-01,2018-04-01T01:57:37.8009458Z,2017-12-28T21:46:57.2489167Z,2018-04-01T01:44:00.2508553Z,2017-12-28T21:46:57.2489167Z,2017-12-28,3,7925.0,2018-04-01T01:52:06.0000000Z,2017-12-28T20:44:07.0000000Z,FUNCoin,1
1241,PRM,2018-04-01,2018-04-01T03:53:22.3416410Z,2017-03-18T23:42:30.7402667Z,2018-04-01T03:45:03.0679971Z,2017-03-18T23:42:30.7402667Z,2017-03-11,6,7799.0,2018-03-30T01:12:41.0000000Z,2017-03-11T15:52:05.0000000Z,PrismChain,1
1242,PEPE,2018-04-01,2018-04-01T00:36:30.6422310Z,2017-06-18T07:46:26.3549222Z,2018-04-01T00:36:30.6422310Z,2017-06-18T07:46:26.3549222Z,2017-06-16,4,7765.0,2018-03-31T19:14:35.0000000Z,2017-06-16T07:23:10.0000000Z,PepeCoin,1
1243,XCR,2017-01-28,2017-01-28T09:52:07.9036462Z,2016-05-29T15:05:07.0483915Z,2017-01-28T09:52:07.9036462Z,2016-06-12T11:53:38.1680117Z,2016-05-29,2,7752.0,2016-09-06T01:27:56.0000000Z,2016-05-29T15:21:04.0000000Z,Crypti,1
1244,ZBC,2018-04-01,2018-04-01T02:01:34.8339133Z,2017-03-14T20:12:54.4429749Z,2018-03-31T23:55:26.8148338Z,2017-03-14T20:12:54.4429749Z,2016-12-25,12,7731.0,2018-03-31T22:17:15.0000000Z,2016-12-25T06:21:21.0000000Z,Zilbercoin,1
1245,APW,2018-02-15,2018-02-15T08:51:17.9913895Z,2017-07-28T02:01:43.9001394Z,2018-02-15T08:42:26.8984759Z,2017-07-28T02:01:43.9001394Z,2017-07-28,4,7727.0,2018-02-15T05:12:25.0000000Z,2017-07-31T06:26:18.0000000Z,AppleCoin,1
1246,MAO,2018-04-01,2018-04-01T03:28:56.9951801Z,2017-07-17T19:42:09.8306088Z,2018-04-01T03:28:56.9951801Z,2017-07-17T19:42:09.8306088Z,2017-07-17,6,7679.0,2018-03-31T23:03:22.0000000Z,2017-07-17T16:22:04.0000000Z,Mao Zedong,1
1247,POLIS,2018-04-01,2018-04-01T02:24:03.8010000Z,2018-01-24T00:33:02.8625015Z,2018-04-01T02:24:01.8130000Z,2018-01-24T00:33:02.8625015Z,2018-01-17,5,7633.0,2018-03-31T21:39:08.0000000Z,2018-01-17T06:20:31.0000000Z,Polis,1
1248,WGO,2018-04-01,2018-04-01T04:06:21.6207444Z,2017-08-29T11:22:20.0894891Z,2018-04-01T02:34:04.0334929Z,2017-08-29T11:22:20.0894891Z,2017-04-24,8,7622.0,2018-03-31T23:57:08.0000000Z,2017-04-24T15:23:24.0000000Z,WavesGo,1
1249,JOBS,2018-04-01,2018-04-01T03:31:59.3574339Z,2017-03-18T23:40:06.1457772Z,2018-04-01T03:13:12.2994949Z,2017-03-18T23:40:06.1457772Z,2017-03-07,6,7605.0,2018-03-31T21:09:04.0000000Z,2017-03-07T22:55:15.0000000Z,JobsCoin,1
1250,DBG,2018-04-01,2018-04-01T02:49:37.4141408Z,2017-03-19T00:02:35.6716024Z,2018-04-01T02:49:37.4141408Z,2017-03-19T00:02:35.6716024Z,2017-01-23,6,7594.0,2018-03-31T17:32:12.0000000Z,2017-01-23T07:10:52.0000000Z,Digital Bullion Gold,1
1251,GCC,2018-04-01,2018-04-01T03:18:40.1490487Z,2017-03-19T02:55:15.5852306Z,2018-04-01T01:52:21.2197717Z,2017-03-19T02:55:15.5852306Z,2017-03-08,6,7560.0,2018-03-30T19:40:20.0000000Z,2017-03-08T15:15:06.0000000Z,TheGCCcoin,1
1252,CPY,2018-04-01,2018-04-01T01:22:15.3744978Z,2018-02-23T00:58:56.8215134Z,2018-04-01T01:22:15.3744978Z,2018-02-23T00:58:56.8215134Z,2018-02-22,2,7539.0,2018-03-31T19:17:28.2110000Z,2018-02-22T20:49:59.1290000Z,COPYTRACK,1
1253,PIPL,2018-04-01,2018-04-01T01:58:59.3899112Z,2017-12-28T21:43:01.4076174Z,2018-04-01T01:58:59.3899112Z,2017-12-28T21:43:01.4076174Z,2017-12-28,2,7527.0,2018-03-31T23:45:23.0000000Z,2017-12-29T12:12:34.0000000Z,PiplCoin,1
1254,U,2018-04-01,2018-04-01T04:11:47.8462905Z,2017-03-14T20:05:48.3935604Z,2018-04-01T04:11:47.8462905Z,2017-03-14T20:05:48.3935604Z,2014-12-09,10,7526.0,2018-03-31T13:34:44.0000000Z,2014-12-09T14:53:42.0000000Z,UCoin,1
1255,BSC,2018-04-01,2018-04-01T02:49:31.4107436Z,2017-03-18T23:29:52.5397446Z,2018-04-01T02:49:31.4107436Z,2017-03-18T23:29:52.5397446Z,2017-03-10,6,7518.0,2018-03-30T13:44:08.0000000Z,2017-03-10T15:16:08.0000000Z,BowsCoin,1
1256,DIBC,2018-03-05,2018-03-05T12:24:08.3847215Z,2017-06-15T18:06:56.5111225Z,2018-03-05T12:24:08.3847215Z,2017-06-15T18:06:56.5111225Z,2017-06-15,7,7505.0,2018-03-05T12:20:03.0000000Z,2017-06-15T07:25:33.0000000Z,DIBCOIN,1
1257,MAN,2018-04-01,2018-04-01T01:18:22.0269947Z,2018-03-07T11:02:28.4878226Z,2018-04-01T01:20:29.8556217Z,2018-03-07T11:02:28.4878226Z,2018-03-07,1,7505.0,2018-04-01T01:13:14.0000000Z,2018-03-07T12:06:21.0000000Z,Matrix AI Net...,1
1258,VGC,2017-06-28,2017-06-28T02:46:29.5936631Z,2017-03-18T23:22:13.7241516Z,2017-06-25T07:00:13.8966811Z,2017-03-18T23:22:13.7241516Z,2015-07-22,1,7504.0,2017-04-19T16:51:38.0000000Z,2015-07-22T18:18:51.0000000Z,VegasCoin,1
1259,MONEY,2018-04-01,2018-04-01T03:27:37.8561897Z,2017-03-19T03:25:16.0116768Z,2018-04-01T02:51:53.2399100Z,2017-03-19T03:25:16.0116768Z,2017-03-08,6,7500.0,2018-04-01T02:33:56.0000000Z,2017-03-08T10:50:16.0000000Z,MoneyCoin,1
1260,VEC2,2018-04-01,2018-04-01T04:15:48.3705172Z,2017-03-14T20:09:14.4259449Z,2018-04-01T04:15:48.3705172Z,2017-03-14T20:09:14.4259449Z,2016-09-24,10,7482.0,2018-03-31T09:25:47.0000000Z,2016-09-24T02:09:12.0000000Z,Vector,1
1261,SOAR,2018-04-01,2018-04-01T01:57:25.2876227Z,2017-03-20T05:15:55.6012657Z,2018-04-01T01:57:25.2876227Z,2017-03-20T05:15:55.6012657Z,2017-03-20,6,7429.0,2018-03-31T23:51:05.0000000Z,2017-03-21T12:19:16.0000000Z,Soarcoin,1
1262,GAT,2018-04-01,2018-04-01T02:19:55.2556324Z,2018-02-27T23:41:50.8056418Z,2018-04-01T01:25:53.5165084Z,2018-02-27T23:41:50.8056418Z,2018-02-27,7,7398.0,2018-04-01T01:08:04.0000000Z,2018-02-28T00:28:23.0000000Z,Gatcoin,1
1263,BQ,2018-04-01,2018-04-01T00:11:58.8580000Z,2017-08-22T01:20:16.3343820Z,2018-04-01T00:13:41.8500000Z,2017-08-22T01:20:16.3343820Z,2017-08-22,6,7383.0,2018-03-31T21:40:58.0000000Z,2017-08-22T02:39:15.0000000Z,bitqy,1
1264,STEPS,2018-04-01,2018-04-01T03:41:54.7337416Z,2017-03-14T21:02:38.6392077Z,2018-04-01T03:27:49.2418188Z,2017-03-14T21:02:38.6392077Z,2017-03-11,8,7370.0,2018-03-31T19:55:09.0000000Z,2017-03-11T22:52:56.0000000Z,Steps,1
1265,LAZ,2018-04-01,2018-04-01T03:29:27.3240509Z,2017-03-19T02:27:15.0838533Z,2018-04-01T03:29:27.3240509Z,2017-03-19T02:27:15.0838533Z,2017-03-11,6,7318.0,2018-03-31T22:38:29.0000000Z,2017-03-11T22:50:50.0000000Z,Lazaruscoin,1
1266,BIT,2018-04-01,2018-04-01T01:46:10.1745366Z,2017-03-14T20:05:23.6503153Z,2018-03-31T22:44:00.8498278Z,2017-03-14T20:05:23.6503153Z,2016-05-07,5,7234.0,2018-03-31T07:32:13.0000000Z,2016-05-07T17:33:30.0000000Z,First Bitcoin,1
1267,STA,2018-04-01,2018-04-01T04:00:17.6399420Z,2017-03-18T23:33:28.0659052Z,2018-04-01T03:53:34.9179200Z,2017-03-18T23:33:28.0659052Z,2017-01-31,8,7207.0,2018-03-31T15:22:13.0000000Z,2017-01-31T19:55:05.0000000Z,Starta,1
1268,MMC,2018-03-09,2018-03-09T23:36:52.2233882Z,2016-05-29T15:05:07.0327672Z,2018-03-09T23:36:52.0827480Z,2016-06-12T11:53:38.1523879Z,2016-05-29,3,7161.0,2018-03-09T23:01:44.1780000Z,2016-05-29T20:34:43.0000000Z,MemoryCoin,1
1269,DAI,2018-04-01,2018-04-01T01:14:28.5299193Z,2017-12-28T21:52:17.1755174Z,2018-03-31T22:15:23.8338372Z,2017-12-28T21:52:17.1755174Z,2017-12-28,1,7156.0,2018-03-31T22:09:48.0000000Z,2017-12-28T19:39:00.0000000Z,Dai,1
1270,OXY,2018-04-01,2018-04-01T01:59:50.1934168Z,2017-12-28T21:47:20.6233815Z,2018-04-01T01:45:26.1324277Z,2017-12-28T21:47:20.6233815Z,2017-12-28,4,7111.0,2018-03-31T21:00:50.0000000Z,2017-12-28T21:03:21.0000000Z,Oxycoin,1
1271,BBT,2018-04-01,2018-04-01T02:25:57.2018200Z,2017-12-30T03:03:54.4981452Z,2018-04-01T02:25:57.2018200Z,2017-12-30T03:03:54.4981452Z,2017-12-29,6,7027.0,2018-03-31T18:15:53.0000000Z,2017-12-29T15:42:33.0000000Z,BitBoost,1
1272,PRX,2018-04-01,2018-04-01T03:31:10.7117875Z,2017-03-18T23:44:31.1188656Z,2018-04-01T03:31:10.7117875Z,2017-03-18T23:44:31.1188656Z,2017-03-13,7,7017.0,2018-03-31T14:58:17.0000000Z,2017-03-13T17:00:39.0000000Z,Printerium,1
1273,OCEAN,2018-04-01,2018-04-01T02:41:27.3910226Z,2017-06-30T15:54:48.1976380Z,2018-04-01T02:41:27.3910226Z,2017-06-30T15:54:48.1976380Z,2017-06-30,6,6979.0,2018-03-31T08:14:10.0000000Z,2017-06-30T20:58:07.0000000Z,BurstOcean,1
1274,BTQ,2018-03-31,2018-03-31T23:48:34.4909123Z,2017-01-09T00:00:08.5430563Z,2018-03-31T23:42:26.9385318Z,2017-01-09T00:00:08.5430563Z,2014-04-17,5,6965.0,2018-03-31T23:15:06.0000000Z,2014-04-17T12:45:08.0000000Z,Bter Securities,1
1275,XQN,2018-04-01,2018-04-01T04:28:17.6109653Z,2017-03-18T23:54:50.1320664Z,2018-04-01T04:33:54.4479283Z,2017-03-18T23:54:50.1320664Z,2017-03-02,7,6963.0,2018-03-31T23:10:58.0000000Z,2017-03-02T22:14:35.0000000Z,Quotient,1
1276,EBET,2018-04-01,2018-04-01T01:25:06.6629564Z,2017-10-04T20:27:23.9832400Z,2018-03-31T20:21:06.1166476Z,2017-10-04T20:27:23.9832400Z,2017-10-04,1,6922.0,2018-03-31T15:29:40.3080000Z,2017-10-04T23:27:32.8150000Z,EthBet,1
1277,STRC,2018-04-01,2018-04-01T00:40:27.7914321Z,2017-09-02T22:10:46.5487834Z,2018-04-01T00:36:26.4668047Z,2017-09-02T22:10:46.5487834Z,2017-09-02,3,6891.0,2018-03-31T18:42:01.0000000Z,2017-09-02T13:49:47.0000000Z,StarCredits,1
1278,RUPX,2018-04-01,2018-04-01T04:06:36.7485344Z,2017-08-29T11:21:52.8473043Z,2018-04-01T04:06:36.7485344Z,2017-08-29T11:21:52.8473043Z,2017-08-26,6,6869.0,2018-04-01T00:42:10.0000000Z,2017-08-26T23:33:01.0000000Z,Rupaya,1
1279,CRYPT,2018-04-01,2018-04-01T00:44:51.6611618Z,2017-06-22T03:41:11.6146464Z,2018-04-01T00:43:46.2037245Z,2017-06-22T03:41:11.6146464Z,2017-06-22,4,6856.0,2018-03-31T20:29:00.0000000Z,2017-07-02T09:08:16.0000000Z,CryptCoin,1
1280,TRAC,2018-04-01,2018-04-01T01:30:25.1830945Z,2018-02-08T00:04:02.4892372Z,2018-04-01T01:30:25.1830945Z,2018-02-08T00:04:02.4892372Z,2018-02-07,1,6820.0,2018-03-31T23:37:37.9030000Z,2018-02-07T13:58:50.8230000Z,OriginTrail,1
1281,WINK,2018-04-01,2018-04-01T04:11:03.0125092Z,2017-08-01T05:13:39.3436666Z,2018-04-01T04:11:03.0125092Z,2017-08-01T05:13:39.3436666Z,2017-08-01,7,6734.0,2018-03-31T02:58:57.0000000Z,2017-08-15T12:01:24.0000000Z,Wink,1
1282,BITZ,2018-04-01,2018-04-01T02:40:12.8860247Z,2017-03-19T00:34:16.8877483Z,2018-04-01T00:50:08.6377279Z,2017-03-19T00:34:16.8877483Z,2017-03-13,7,6703.0,2018-03-27T18:13:59.0000000Z,2017-03-13T23:11:40.0000000Z,Bitz,1
1283,TP1,2018-04-01,2018-04-01T03:47:51.5179540Z,2017-03-19T00:43:17.1516479Z,2018-04-01T03:47:51.5179540Z,2017-03-19T00:43:17.1516479Z,2017-03-07,6,6689.0,2018-04-01T00:24:30.0000000Z,2017-03-07T23:26:46.0000000Z,KolschCoin,1
1284,RICHX,2018-04-01,2018-04-01T03:31:40.8102621Z,2017-03-19T01:29:18.0891854Z,2018-04-01T03:31:40.8102621Z,2017-03-19T01:29:18.0891854Z,2017-02-09,6,6679.0,2018-03-31T21:07:47.0000000Z,2017-02-09T07:24:54.0000000Z,RichCoin,1
1285,LIR,2018-04-01,2018-04-01T02:56:14.8559543Z,2017-03-18T23:48:57.4256100Z,2018-04-01T02:56:14.8559543Z,2017-03-18T23:48:57.4256100Z,2017-02-27,6,6667.0,2018-03-31T15:26:58.0000000Z,2017-02-27T22:25:07.0000000Z,LetItRide,1
1286,NKC,2018-04-01,2018-04-01T03:27:41.7851086Z,2017-03-18T23:39:05.8066725Z,2018-04-01T03:27:41.7851086Z,2017-03-18T23:39:05.8066725Z,2017-03-16,6,6627.0,2018-03-31T15:39:04.0000000Z,2017-03-16T16:29:10.0000000Z,Nework,1
1287,LOCI,2018-04-01,2018-04-01T01:46:43.6060000Z,2018-02-28T00:09:18.7870000Z,2018-04-01T01:46:43.6060000Z,2018-02-28T00:09:18.7870000Z,2018-02-27,2,6484.0,2018-04-01T01:31:16.0000000Z,2018-02-27T23:38:54.0000000Z,LOCIcoin,1
1288,BRAIN,2018-04-01,2018-04-01T02:43:59.4227354Z,2017-03-18T23:14:26.1675145Z,2018-04-01T02:43:59.4227354Z,2017-03-18T23:14:26.1675145Z,2017-03-06,6,6482.0,2018-04-01T02:15:50.0000000Z,2017-03-06T16:42:13.0000000Z,Braincoin,1
1289,HAT,2018-04-01,2018-04-01T01:44:35.9480000Z,2018-02-28T01:02:17.3330000Z,2018-04-01T01:44:35.9480000Z,2018-02-28T01:02:17.3330000Z,2018-02-28,2,6471.0,2018-04-01T00:04:13.0000000Z,2018-02-28T00:32:57.0000000Z,Hawala.Today,1
1290,MRS,2018-03-09,2018-03-09T23:36:52.0046152Z,2016-05-29T15:05:07.0327672Z,2018-03-09T23:34:53.1830000Z,2018-03-09T21:31:17.9190000Z,2016-05-29,1,6464.0,2018-03-09T21:59:29.8600000Z,2016-05-29T15:14:04.0000000Z,Marscoin,1
1291,FRD,2018-04-01,2018-04-01T01:29:00.4334848Z,2017-12-02T07:05:39.0927778Z,2018-03-31T22:11:05.5881854Z,2017-12-02T07:05:39.0927778Z,2017-12-02,1,6460.0,2018-03-31T21:53:24.3230000Z,2017-12-02T06:39:46.0430000Z,Farad,1
1292,PONZI,2018-04-01,2018-04-01T03:56:23.3886357Z,2017-03-18T23:14:25.4687485Z,2018-04-01T03:56:23.3886357Z,2017-03-18T23:14:25.4687485Z,2017-03-04,6,6368.0,2018-03-31T12:13:31.0000000Z,2017-03-04T22:37:51.0000000Z,PonziCoin,1
1293,LDCN,2018-02-15,2018-02-15T08:49:53.3233937Z,2017-03-18T22:50:41.5782521Z,2018-02-15T05:02:38.2018487Z,2017-03-18T22:50:41.5782521Z,2017-01-20,4,6341.0,2018-02-15T08:33:27.0000000Z,2017-01-20T06:26:28.0000000Z,LandCoin,1
1294,URC,2018-04-01,2018-04-01T04:14:53.4345989Z,2017-03-19T02:38:15.4513752Z,2018-04-01T04:14:53.4345989Z,2017-03-19T02:38:15.4513752Z,2017-02-18,6,6339.0,2018-03-31T19:48:27.0000000Z,2017-02-18T17:43:31.0000000Z,Unrealcoin,1
1295,FIRE,2018-04-01,2018-04-01T02:59:51.1308837Z,2017-03-19T01:54:18.6875161Z,2018-04-01T02:59:51.1308837Z,2017-03-19T01:54:18.6875161Z,2017-02-26,6,6331.0,2018-04-01T01:01:47.0000000Z,2017-02-26T03:18:47.0000000Z,Firecoin,1
1296,TRICK,2018-04-01,2018-04-01T04:11:21.0778159Z,2017-03-19T00:20:02.2227850Z,2018-04-01T03:59:40.3674789Z,2017-03-19T00:20:02.2227850Z,2017-03-06,6,6320.0,2018-03-31T20:15:01.0000000Z,2017-03-06T19:05:45.0000000Z,TrickyCoin,1
1297,ETHOS,2018-04-01,2018-04-01T01:53:39.9286036Z,2017-12-28T21:51:29.0206256Z,2018-04-01T01:59:36.2465628Z,2017-12-28T21:51:29.0206256Z,2017-12-28,5,6226.0,2018-04-01T00:13:43.0000000Z,2017-12-29T02:13:49.0000000Z,Ethos,1
1298,KR,2018-04-01,2018-04-01T03:32:03.4886876Z,2017-03-14T20:10:51.5142251Z,2018-04-01T02:49:14.2494593Z,2017-03-14T20:10:51.5142251Z,2017-03-11,7,6155.0,2018-03-31T08:48:45.0000000Z,2017-03-11T01:33:37.0000000Z,KR,1
1299,BEE,2018-03-31,2018-03-31T23:47:00.7881797Z,2017-06-10T19:37:03.7338809Z,2018-03-30T19:31:20.9728369Z,2017-06-10T19:37:03.7338809Z,2017-06-10,4,6148.0,2018-03-30T19:21:18.0000000Z,2017-06-13T07:14:56.0000000Z,Bee Token,1
1300,CYP,2018-04-01,2018-04-01T02:47:46.6448345Z,2017-03-19T00:17:48.6929142Z,2018-04-01T02:47:46.6448345Z,2017-03-19T00:17:48.6929142Z,2017-03-07,6,6052.0,2018-04-01T00:58:55.0000000Z,2017-03-07T13:56:44.0000000Z,Cyprus Pound,0
1301,USC,2018-04-01,2018-04-01T03:48:34.1264459Z,2017-04-20T10:59:10.8816638Z,2018-04-01T03:34:30.8636418Z,2017-04-20T10:59:10.8816638Z,2017-04-19,7,5960.0,2018-03-31T15:32:44.0000000Z,2017-04-19T18:56:01.0000000Z,Ultimate Secure Cash,1
1302,XTO,2018-04-01,2018-04-01T00:07:26.1539465Z,2017-03-14T20:06:20.9361883Z,2018-04-01T00:05:32.1202612Z,2017-03-14T20:06:20.9361883Z,2017-01-09,4,5899.0,2018-03-31T18:47:55.0000000Z,2017-01-09T01:39:32.0000000Z,Tao,1
1303,SOCC,2018-04-01,2018-04-01T03:47:24.4292336Z,2017-06-30T15:54:42.1781201Z,2018-04-01T03:47:24.4292336Z,2017-06-30T15:54:42.1781201Z,2017-06-30,6,5882.0,2018-03-31T19:14:12.0000000Z,2017-07-07T21:22:22.0000000Z,SocialCoin,1
1304,FRWC,2018-04-01,2018-04-01T03:13:56.2540695Z,2017-03-18T23:42:30.9454062Z,2018-04-01T03:13:56.2540695Z,2017-03-18T23:42:30.9454062Z,2017-02-12,6,5878.0,2018-03-31T20:55:48.0000000Z,2017-02-12T23:02:14.0000000Z,FrankyWillCoin,1
1305,XBTC21,2018-04-01,2018-04-01T04:19:40.0637219Z,2017-03-18T23:26:18.0950030Z,2018-04-01T04:19:40.0637219Z,2017-03-18T23:26:18.0950030Z,2017-02-03,6,5876.0,2018-03-31T18:44:25.0000000Z,2017-02-03T11:44:49.0000000Z,Bitcoin 21,1
1306,LYM,2018-04-01,2018-04-01T01:18:52.2359424Z,2018-03-07T11:02:56.6158538Z,2018-04-01T01:21:11.2853909Z,2018-03-07T11:02:56.6158538Z,2018-03-07,1,5875.0,2018-04-01T00:17:49.0000000Z,2018-03-07T12:02:13.0000000Z,Lympo,1
1307,XUSD,2018-03-09,2018-03-09T23:36:52.0514956Z,2016-05-29T15:05:07.0483915Z,2018-03-09T23:34:53.0230000Z,2016-06-12T11:53:38.1680117Z,2016-05-29,1,5848.0,2018-03-09T22:18:25.0770000Z,2016-05-29T21:05:45.0000000Z,CoinoUSD,1
1308,BLRY,2018-04-01,2018-04-01T02:52:41.3907791Z,2017-03-18T23:27:29.2089074Z,2018-03-31T23:52:39.2765987Z,2017-03-18T23:27:29.2089074Z,2017-03-01,6,5771.0,2018-03-30T15:02:48.0000000Z,2017-03-01T12:47:48.0000000Z,BillaryCoin,1
1309,GUESS,2018-04-01,2018-04-01T03:25:50.9499242Z,2018-01-17T06:54:07.4430940Z,2018-04-01T03:25:50.9499242Z,2018-01-17T06:54:07.4430940Z,2018-01-17,6,5728.0,2018-04-01T01:50:00.0000000Z,2018-01-17T23:48:27.0000000Z,GUESS,1
1310,XPY,2018-04-01,2018-04-01T03:45:18.0752931Z,2017-03-18T22:54:08.3305944Z,2018-04-01T03:43:54.5631547Z,2017-03-18T22:54:08.3305944Z,2016-09-23,7,5709.0,2018-03-31T21:26:04.0000000Z,2016-09-23T18:49:08.0000000Z,PayCoin,1
1311,QBIC,2018-04-01,2018-04-01T02:22:39.6730000Z,2018-01-24T00:23:12.1530000Z,2018-04-01T02:05:54.8740000Z,2018-01-24T00:23:12.1530000Z,2018-01-24,2,5696.0,2018-04-01T02:05:12.0000000Z,2018-01-24T17:02:27.0000000Z,Qbic,1
1312,ISL,2018-04-01,2018-04-01T03:28:20.8397475Z,2017-03-17T15:03:54.6083346Z,2018-04-01T02:59:43.5066367Z,2017-03-14T20:33:25.1231674Z,2015-10-01,10,5694.0,2018-03-29T20:19:18.0000000Z,2015-10-01T23:12:48.0000000Z,IslaCoin,1
1313,ETBS,2018-04-01,2018-04-01T01:29:19.6844448Z,2017-10-09T13:02:06.7547573Z,2018-04-01T01:29:19.6844448Z,2017-10-09T13:02:06.7547573Z,2017-10-09,3,5674.0,2018-03-31T19:57:57.1350000Z,2017-10-10T06:21:24.4140000Z,Ethbits,1
1314,EOT,2018-04-01,2018-04-01T02:29:28.3336007Z,2017-12-28T21:51:53.1025979Z,2018-04-01T02:29:28.3336007Z,2017-12-28T21:51:53.1025979Z,2017-09-05,2,5663.0,2018-04-01T02:22:51.0000000Z,2017-09-05T13:32:52.0000000Z,EOT Token,1
1315,HLC,2018-03-31,2018-03-31T23:08:39.2621966Z,2018-01-24T00:48:26.3390609Z,2018-03-31T23:09:19.5380000Z,2018-01-24T00:48:26.3390609Z,2018-01-23,1,5651.0,2018-03-31T21:28:54.9920000Z,2018-01-23T08:45:53.7410000Z,HalalChain,1
1316,CDX,2018-04-01,2018-04-01T01:52:21.0930532Z,2017-11-14T15:55:05.0766569Z,2018-04-01T01:58:15.5311162Z,2017-11-14T15:55:05.0766569Z,2017-11-12,5,5596.0,2018-03-31T23:23:10.0000000Z,2017-11-12T20:12:06.3570000Z,Commodity Ad Network,1
1317,ZMC,2018-04-01,2018-04-01T04:07:09.8501079Z,2017-03-14T20:05:14.1884090Z,2018-04-01T04:07:09.8501079Z,2017-03-14T20:05:14.1884090Z,2016-11-04,8,5557.0,2018-03-29T21:17:20.0000000Z,2016-11-04T17:39:03.0000000Z,ZetaMicron,1
1318,PULSE,2018-04-01,2018-04-01T04:00:40.5188098Z,2017-03-19T00:54:17.3825553Z,2018-04-01T04:00:40.5188098Z,2017-03-19T00:54:17.3825553Z,2017-02-12,7,5528.0,2018-03-31T23:08:26.0000000Z,2017-02-12T13:44:09.0000000Z,Pulse,1
1319,KASHH,2018-04-01,2018-04-01T03:10:50.1711651Z,2017-06-03T18:02:06.9342042Z,2018-04-01T03:10:50.1711651Z,2017-06-03T18:02:06.9342042Z,2017-06-02,6,5509.0,2018-04-01T00:41:12.0000000Z,2017-06-02T12:40:04.0000000Z,KashhCoin,1
1320,VIP,2018-04-01,2018-04-01T04:26:25.3611350Z,2017-03-18T23:35:28.2447410Z,2018-04-01T04:26:25.3611350Z,2017-03-18T23:35:28.2447410Z,2017-03-12,6,5499.0,2018-04-01T02:17:44.0000000Z,2017-03-12T08:19:02.0000000Z,VIP Tokens,1
1321,RBIES,2018-04-01,2018-04-01T04:04:09.7462609Z,2017-03-14T20:11:40.7259845Z,2018-04-01T03:42:57.6039419Z,2017-03-14T20:11:40.7259845Z,2016-03-18,11,5435.0,2018-04-01T00:48:49.0000000Z,2016-03-18T12:54:27.0000000Z,Rubies,1
1322,BAC,2018-04-01,2018-04-01T02:14:16.8889171Z,2017-03-14T20:03:23.9712641Z,2018-04-01T02:14:16.8889171Z,2017-03-14T20:03:23.9712641Z,2016-03-11,10,5394.0,2018-03-30T15:33:00.0000000Z,2016-03-11T00:58:49.0000000Z,BitAlphaCoin,1
1323,ELI,2018-03-31,2018-03-31T23:53:42.7823503Z,2017-09-25T21:02:00.6731231Z,2018-03-31T23:30:26.7356360Z,2017-09-25T21:02:00.6731231Z,2017-09-25,4,5368.0,2018-03-31T18:33:12.0000000Z,2017-09-26T02:06:33.0000000Z,Elisor Coin,1
1324,SUPER,2018-04-01,2018-04-01T04:01:21.1015634Z,2017-03-18T23:25:05.8571362Z,2018-04-01T04:01:21.1015634Z,2017-03-18T23:25:05.8571362Z,2017-01-23,7,5358.0,2018-03-31T21:24:17.0000000Z,2017-01-23T17:27:34.0000000Z,SuperCoin,1
1325,SPORT,2018-04-01,2018-04-01T04:12:16.6566382Z,2017-03-19T00:07:33.0156631Z,2018-04-01T04:12:16.6566382Z,2017-03-19T00:07:33.0156631Z,2017-02-25,6,5329.0,2018-04-01T00:22:56.0000000Z,2017-02-25T15:49:16.0000000Z,SportsCoin,1
1326,DES,2018-04-01,2018-04-01T02:01:17.4323254Z,2017-03-19T00:10:33.9164799Z,2018-04-01T02:01:17.4323254Z,2017-03-19T00:10:33.9164799Z,2017-03-10,6,5298.0,2018-03-31T21:48:45.0000000Z,2017-03-10T17:34:08.0000000Z,Destiny,1
1327,DISK,2018-04-01,2018-04-01T02:43:43.4912311Z,2017-03-18T23:29:52.9175936Z,2018-04-01T01:34:32.0131632Z,2017-03-18T23:29:52.9175936Z,2017-02-20,6,5262.0,2018-03-31T09:42:52.0000000Z,2017-02-20T07:04:09.0000000Z,DarkLisk,1
