,data_end,data_orderbook_end,data_orderbook_start,data_quote_end,data_quote_start,data_start,data_symbols_count,data_trade_count,data_trade_end,data_trade_start,exchange_id,name,website
51,2018-06-20,2018-06-20T20:27:24.4899190Z,2017-03-14T20:03:37.1002962Z,2018-06-20T20:27:24.4899190Z,2017-03-14T20:03:37.1002962Z,2016-12-02,2276,2516791.0,2018-06-20T20:13:41.4110000Z,2016-12-02T05:15:13.4340000Z,DERIBIT,Deribit,https://www.deribit.com/
52,2018-06-21,2018-06-21T16:10:07.7359987Z,2017-03-14T20:03:12.2346102Z,2018-06-21T16:10:07.7359987Z,2017-03-14T20:03:12.2346102Z,2014-02-11,1410,2480134.0,2018-06-21T16:02:07.0000000Z,2014-02-11T19:40:58.0000000Z,CCEX,c-cex,https://c-cex.com
53,2018-06-21,2018-06-21T16:16:14.5500000Z,2018-01-24T00:21:42.1453690Z,2018-06-21T16:16:14.5500000Z,2018-01-24T00:21:42.1453690Z,2018-01-04,177,2271835.0,2018-06-21T16:15:52.0000000Z,2018-01-04T16:50:48.0000000Z,QRYPTOS,QRYPTOS,https://www.qryptos.com/
54,2018-06-21,2018-06-21T16:04:15.0472399Z,2017-03-14T20:05:08.1246185Z,2018-06-21T16:04:15.0472399Z,2017-03-14T20:05:08.1246185Z,2017-03-14,4,1990528.0,2018-06-21T16:04:00.0000000Z,2017-03-14T20:10:31.0000000Z,QUADRIGACX,QuadrigaCX,https://www.quadrigacx.com/
55,2018-06-21,2018-06-21T16:09:32.1788300Z,2017-08-29T15:47:10.0528025Z,2018-06-21T16:09:32.1788300Z,2017-08-29T15:47:10.0528025Z,2011-04-05,4,1933936.0,2018-06-21T16:08:02.0000000Z,2011-04-05T18:49:48.0000000Z,BITMARKET,BitMarket,https://www.bitmarket.pl
56,2018-06-21,2018-06-21T16:10:36.6571829Z,2017-12-28T21:44:47.2651267Z,2018-06-21T16:10:36.6571829Z,2017-12-28T21:44:47.2651267Z,2017-12-28,4,1815744.0,2018-06-21T16:10:24.5040000Z,2017-12-28T14:19:44.8820000Z,LUNO,Luno,https://www.luno.com
57,2018-06-21,2018-06-21T16:15:02.8470280Z,2017-12-28T21:38:26.3015015Z,2018-06-21T16:15:02.8470280Z,2017-12-28T21:38:26.3015015Z,2017-12-25,11,1725574.0,2018-06-21T16:06:57.0000000Z,2017-12-25T10:18:54.0000000Z,BTCMARKETS,BTC Markets Pty Ltd.,https://www.btcmarkets.net/
58,2018-06-21,2018-06-21T16:14:56.3210315Z,2018-01-24T00:21:41.0728293Z,2018-06-21T16:14:56.3210315Z,2018-01-24T00:21:41.0728293Z,2018-01-24,1,1341300.0,2018-06-21T16:15:11.0000000Z,2018-01-24T23:24:33.0000000Z,BTCBOX,BtcBox,https://www.btcbox.co.jp/
59,2018-06-21,2018-06-21T16:04:39.9866174Z,2017-03-14T20:04:17.4937751Z,2018-06-21T16:04:39.9866174Z,2017-03-14T20:04:17.4937751Z,2017-03-14,10,1322369.0,2018-06-21T16:02:20.0000000Z,2017-03-14T22:00:23.0000000Z,GATECOIN,Gatecoin,https://gatecoin.com/
60,2018-06-21,2018-06-21T16:10:08.7329523Z,2017-03-18T22:53:45.5791610Z,2018-06-21T16:10:08.7329523Z,2017-03-18T22:53:45.5791610Z,2015-06-26,29,1122710.0,2018-06-21T23:06:20.0000000Z,2015-06-26T11:19:16.0000000Z,BXINTH,bx.in.th,https://bx.in.th/
